Extraction Date:,5/30/2018,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
School Year,State,Exit Code,Disability,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 14 to 21 total,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or more races,Male,Female,Limited English proficiency,Non-limited English proficiency
2016-2017,Republic of Palau,Total exiting school,Autism,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Autism,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Autism,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Deaf-blindness,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Deaf-blindness,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Deaf-blindness,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Deaf-blindness,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Deaf-blindness,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Deaf-blindness,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Deaf-blindness,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Deaf-blindness,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Emotional disturbance,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Emotional disturbance,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Emotional disturbance,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Emotional disturbance,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Emotional disturbance,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Emotional disturbance,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Emotional disturbance,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Emotional disturbance,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Hearing impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Hearing impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Hearing impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Hearing impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Hearing impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Hearing impairment,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Hearing impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Hearing impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Hearing impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Hearing impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Intellectual disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Intellectual disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Intellectual disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Intellectual disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Intellectual disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Intellectual disability,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Intellectual disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Intellectual disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Intellectual disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Intellectual disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Multiple disabilities,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Multiple disabilities,0,0,x,1,x,x,0,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Multiple disabilities,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Multiple disabilities,0,0,x,1,x,x,0,x,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Multiple disabilities,0,0,x,1,x,x,0,x,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Multiple disabilities,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Orthopedic impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Orthopedic impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Orthopedic impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Orthopedic impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Orthopedic impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Orthopedic impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Orthopedic impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Orthopedic impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Other health impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Other health impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Other health impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Other health impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Other health impairment,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Other health impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Other health impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Other health impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Other health impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Specific learning disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Specific learning disability,0,0,x,1,x,x,0,x,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Specific learning disability,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Specific learning disability,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Specific learning disability,0,0,x,2,x,x,3,x,9,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Specific learning disability,3,0,x,3,x,x,3,x,14,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Specific learning disability,3,0,x,1,x,x,0,x,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Speech or language impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Speech or language impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Speech or language impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Speech or language impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Speech or language impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Speech or language impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Speech or language impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Speech or language impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Traumatic brain injury,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Traumatic brain injury,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Traumatic brain injury,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Traumatic brain injury,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Traumatic brain injury,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Traumatic brain injury,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Traumatic brain injury,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Traumatic brain injury,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Died,Visual impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Dropped out,Visual impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with a regular high school diploma and received a certificate,Visual impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Graduated with regular high school diploma,Visual impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,"Moved, known to be continuing",Visual impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Reached maximum age,Visual impairment,-,-,-,-,-,-,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Received a certificate,Visual impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting school,Visual impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Total exiting special education,Visual impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of Palau,Transferred to regular education,Visual impairment,0,0,x,0,x,x,0,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Died,All Disabilities,0,x,0,1,x,x,x,x,1,0,0,0,0,1,0,0,1,0,1,0
2016-2017,Republic of the Marshall Islands,Dropped out,All Disabilities,0,x,0,2,x,x,x,x,4,0,0,0,0,4,0,0,2,2,4,0
2016-2017,Republic of the Marshall Islands,Graduated with a regular high school diploma and received a certificate,All Disabilities,0,x,0,0,x,x,x,x,4,0,0,0,0,4,0,0,3,1,4,0
2016-2017,Republic of the Marshall Islands,Graduated with regular high school diploma,All Disabilities,x,x,x,x,x,x,x,x,x,0,0,0,0,2,0,0,1,1,2,0
2016-2017,Republic of the Marshall Islands,"Moved, known to be continuing",All Disabilities,0,x,0,0,x,x,x,x,2,0,0,0,0,2,0,0,1,1,2,0
2016-2017,Republic of the Marshall Islands,Reached maximum age,All Disabilities,-,-,-,-,-,-,-,x,2,0,0,0,0,2,0,0,1,1,2,0
2016-2017,Republic of the Marshall Islands,Received a certificate,All Disabilities,x,x,x,x,x,x,x,x,x,0,0,0,0,2,0,0,2,0,2,0
2016-2017,Republic of the Marshall Islands,Total exiting school,All Disabilities,0,x,0,3,x,x,x,x,11,0,0,0,0,11,0,0,7,4,11,0
2016-2017,Republic of the Marshall Islands,Total exiting special education,All Disabilities,0,x,0,5,x,x,x,x,15,0,0,0,0,15,0,0,8,7,15,0
2016-2017,Republic of the Marshall Islands,Transferred to regular education,All Disabilities,0,x,0,2,x,x,x,x,2,0,0,0,0,2,0,0,0,2,2,0
2016-2017,Republic of the Marshall Islands,Died,Autism,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Dropped out,Autism,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with a regular high school diploma and received a certificate,Autism,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with regular high school diploma,Autism,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,"Moved, known to be continuing",Autism,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Reached maximum age,Autism,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Received a certificate,Autism,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting school,Autism,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting special education,Autism,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Transferred to regular education,Autism,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Died,Deaf-blindness,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Dropped out,Deaf-blindness,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with regular high school diploma,Deaf-blindness,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,"Moved, known to be continuing",Deaf-blindness,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Received a certificate,Deaf-blindness,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting school,Deaf-blindness,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting special education,Deaf-blindness,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Transferred to regular education,Deaf-blindness,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Died,Emotional disturbance,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Dropped out,Emotional disturbance,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with regular high school diploma,Emotional disturbance,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,"Moved, known to be continuing",Emotional disturbance,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Received a certificate,Emotional disturbance,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting school,Emotional disturbance,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting special education,Emotional disturbance,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Transferred to regular education,Emotional disturbance,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Died,Hearing impairment,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Dropped out,Hearing impairment,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with a regular high school diploma and received a certificate,Hearing impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with regular high school diploma,Hearing impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,"Moved, known to be continuing",Hearing impairment,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Reached maximum age,Hearing impairment,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Received a certificate,Hearing impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting school,Hearing impairment,0,x,0,0,x,x,x,x,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting special education,Hearing impairment,0,x,0,0,x,x,x,x,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Transferred to regular education,Hearing impairment,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Died,Intellectual disability,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Dropped out,Intellectual disability,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with a regular high school diploma and received a certificate,Intellectual disability,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with regular high school diploma,Intellectual disability,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,"Moved, known to be continuing",Intellectual disability,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Reached maximum age,Intellectual disability,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Received a certificate,Intellectual disability,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting school,Intellectual disability,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting special education,Intellectual disability,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Transferred to regular education,Intellectual disability,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Died,Multiple disabilities,0,x,0,1,x,x,x,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Dropped out,Multiple disabilities,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Graduated with regular high school diploma,Multiple disabilities,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,"Moved, known to be continuing",Multiple disabilities,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Received a certificate,Multiple disabilities,0,x,0,0,x,x,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Republic of the Marshall Islands,Total exiting school,Multiple disabilities,0,x,0,1,x,x,x,x,1,-,-,-,-,-,-,-,-,-,-,-
